,sale_date,class_id,brand_id,compartment,type_id,level_id,department_id,TR,gearbox_type,displacement,if_charging,price_level,price,driven_type_id,fuel_type_id,newenergy_type_id,emission_standards_id,if_MPV_id,if_luxurious_id,power,cylinder_number,engine_torque,car_length,car_width,car_height,total_quality,equipment_quality,rated_passenger,wheelbase,front_track,rear_track,sale_quantity
2328,201705,475895,750,2,2,1,4,7,DCT,1.4,T,10-15W,12.8,1,1,1,1,2,1,96.0,4,225.0,4559,1793,1487,1830,1355,5.0,2614,1518,1525,16
2329,201706,453752,814,3,2,2,4,8,AT,1.5,T,35-50W,39.2,2,1,1,1,2,2,100.0,3,220.0,4753,1811,1453,2000,1555,5.0,2920,1543,1582,57
2330,201706,453752,814,3,2,2,4,8,AT,2.0,T,35-50W,39.2,2,1,1,1,2,2,135.0,4,270.0,4760,1811,1455,2025,1615,5.0,2920,1537,1576,428
2331,201706,425432,750,3,2,1,4,5,MT,1.6,L,10-15W,12.2,1,1,1,1,2,1,81.0,4,155.0,4605,1765,1460,1735,1225,5.0,2610,1517,1493,82
2332,201706,883691,750,3,2,2,4,7,DCT,1.8,T,20-25W,22.8,1,1,1,1,2,1,132.0,4,300.0,4866,1832,1464,2000,1500,5.0,2871,1584,1570,313
2333,201612,973106,537,2,1,2,5,9,AT,2.0,T,25-35W,27.0,3,1,1,1,2,1,200.0,4,370.0,4816,1942,1669,2295,1866,5.0,2820,1652,1671,29
2334,201612,249875,294,2,1,1,6,0,CVT,2.0,L,20-25W,19.7,1,1,1,1,2,1,110.0,4,200.0,4672,1843,1678,2004,1557,5.0,2705,1597,1589,86
2335,201612,425432,750,3,2,1,4,6,AT,1.6,L,10-15W,14.5,1,1,1,1,2,1,81.0,4,155.0,4605,1765,1460,1775,1265,5.0,2610,1517,1493,537
2336,201612,576298,304,2,3,2,1,5,MT,1.5,L,5-8W,6.4,2,1,1,1,2,1,82.0,4,140.0,4680,1695,1940,2080,1480,7.5,2800,1445,1420,55
2337,201612,206765,761,3,2,1,2,6,AT,1.5,L,15-20W,17.9,1,1,1,1,2,1,84.0,4,146.0,4718,1802,1466,1745,1295,5.0,2700,1540,1558,2377
2338,201702,735971,761,3,2,1,2,5,MT,1.5,L,10-15W,10.6,1,1,1,1,2,1,81.0,4,143.0,4587,1798,1463,1660,1225,5.0,2640,1538,1541,370
2339,201703,209945,814,3,2,4,4,8,AT,2.0,T,35-50W,36.6,2,1,1,1,2,2,178.0,4,310.0,5055,1860,1491,2250,1790,5.0,3108,1600,1627,281
2340,201703,510309,953,2,1,2,4,9,AT,2.0,T,35-50W,48.8,3,1,1,1,2,2,155.0,4,350.0,4661,1898,1664,2360,1860,5.0,2873,1617,1613,83
2341,201703,245609,750,2,2,1,4,7,DCT,1.4,T,15-20W,15.4,1,1,1,1,2,1,96.0,4,225.0,4348,1807,1574,1880,1425,5.0,2680,1549,1521,99
2342,201703,409854,638,2,1,1,1,6,MT,1.5,T,10-15W,12.7,1,1,1,1,2,1,110.0,4,210.0,4640,1825,1745,2051,1541,5.0,2680,1565,1565,120
2343,201702,671482,637,2,1,3,2,5,MT,1.5,L,10-15W,10.0,1,1,1,1,2,1,83.0,4,140.0,4280,1785,1658,1620,1245,5.0,2530,1527,1533,11
2344,201703,905745,761,2,1,3,2,6,MT,1.4,T,10-15W,12.9,1,1,1,1,2,1,103.0,4,200.0,4278,1781,1648,1815,1405,5.0,2555,1540,1540,12
2345,201703,527809,953,3,2,4,4,9,AT,2.0,T,35-50W,42.3,2,1,1,1,2,2,135.0,4,300.0,5065,1860,1467,2305,1770,5.0,3079,1596,1600,61
2346,201703,914348,750,2,2,3,4,6,AT,1.6,L,10-15W,9.2,1,1,1,1,2,1,81.0,4,155.0,3970,1682,1462,1600,1120,5.0,2470,1463,1456,270
2347,201703,245609,750,2,2,1,4,7,DCT,1.4,T,15-20W,15.4,1,1,1,1,2,1,110.0,4,250.0,4348,1807,1574,1885,1430,5.0,2680,1549,1521,17
2348,201701,290854,537,2,1,1,5,0,CVT,2.0,L,15-20W,18.4,1,1,1,1,2,1,114.0,4,190.0,4585,1820,1685,2010,1525,5.0,2620,1580,1580,169
2349,201701,409854,638,2,1,1,1,6,AT,1.5,T,10-15W,13.2,1,1,1,1,2,1,110.0,4,210.0,4649,1852,1710,2064,1560,5.0,2680,1565,1565,439
2350,201701,304458,106,3,2,1,5,6,MT,1.2,T,10-15W,12.7,1,1,1,1,2,1,85.0,4,185.0,4630,1775,1480,1770,1280,5.0,2700,1535,1535,8
2351,201701,576298,304,2,3,2,1,5,MT,2.0,L,5-8W,6.3,2,1,1,1,2,1,89.0,4,168.0,5115,1720,1960,2415,1830,7.5,3000,1445,1420,8
2352,201701,481950,813,2,1,1,5,6,AT,2.5,L,15-20W,18.8,3,1,1,1,2,1,141.0,4,252.0,4633,1840,1535,1995,1545,5.0,2700,1584,1587,5
2353,201708,576298,304,2,3,2,1,5,MT,1.5,L,5-8W,6.7,2,1,1,1,2,1,85.0,4,143.0,4715,1720,1940,2050,1450,7.5,2800,1445,1420,16
2354,201708,714152,750,2,1,1,4,6,DCT,1.4,T,25-35W,21.5,1,1,1,1,2,1,110.0,4,250.0,4506,1809,1685,1995,1545,5.0,2684,1569,1571,151
2355,201708,475895,750,2,2,1,4,6,AT,1.6,L,10-15W,13.5,1,1,1,1,2,1,81.0,4,155.0,4559,1793,1487,1810,1325,5.0,2614,1518,1525,81
2356,201708,475895,750,2,2,1,4,7,DCT,1.4,T,10-15W,13.5,1,1,1,1,2,1,96.0,4,225.0,4559,1793,1487,1830,1355,5.0,2614,1518,1525,27
2357,201708,621073,98,2,3,3,1,5,MT,1.5,L,5WL,3.9,2,1,1,1,1,1,82.0,4,146.5,4400,1680,1770,1825,1305,7.5,2720,1420,1440,545
2358,201708,354068,692,3,2,1,5,5,MT,1.6,L,10-15W,13.1,1,1,1,1,2,1,93.0,4,154.0,4631,1760,1503,1630,1204,5.0,2700,1540,1540,37
2359,201709,905745,761,2,1,3,2,6,AT,1.4,T,10-15W,12.1,1,1,1,1,2,1,105.0,4,205.0,4278,1781,1648,1840,1430,5.0,2555,1540,1540,159
2360,201612,245609,750,2,2,1,4,6,AT,1.6,L,15-20W,18.8,1,1,1,1,2,1,81.0,4,155.0,4348,1807,1574,1780,1320,5.0,2680,1549,1521,39
2361,201612,245609,750,2,2,1,4,7,DCT,1.4,T,15-20W,18.8,1,1,1,1,2,1,96.0,4,225.0,4348,1807,1574,1880,1425,5.0,2680,1549,1521,160
2362,201612,409854,638,2,1,1,1,6,AT,1.5,T,10-15W,11.4,1,1,1,1,2,1,110.0,4,210.0,4681,1827,1710,2064,1560,5.0,2680,1565,1565,568
2363,201612,591790,106,3,2,1,5,0,CVT,1.6,L,10-15W,13.4,1,1,1,1,2,1,90.0,4,154.0,4630,1775,1480,1770,1270,5.0,2700,1535,1535,179
2364,201612,250658,450,3,2,2,2,7,DCT,1.5,T,15-20W,16.6,1,1,1,1,2,1,120.0,4,252.0,4923,1854,1470,1865,1415,5.0,2829,1606,1609,238
2365,201612,281301,750,3,2,2,4,7,DCT,1.8,T,25-35W,16.2,1,1,1,1,2,1,132.0,4,300.0,4872,1834,1484,2100,1580,5.0,2803,1577,1550,650
2366,201612,580634,692,2,2,1,5,0,CVT,1.6,L,10-15W,12.6,1,1,1,1,2,1,93.0,4,154.0,4393,1766,1524,1625,1220,5.0,2700,1540,1540,92
2367,201703,321683,750,3,2,1,4,7,DCT,1.4,T,15-20W,12.5,1,1,1,1,2,1,110.0,4,250.0,4655,1780,1453,1840,1395,5.0,2651,1535,1532,9
2368,201703,714152,750,2,1,1,4,7,DCT,1.8,T,25-35W,25.6,1,1,1,1,2,1,132.0,4,300.0,4712,1839,1673,2085,1615,5.0,2791,1582,1572,207
2369,201704,603972,872,3,2,4,4,0,CVT,2.5,L,50-75W,34.3,1,1,1,1,2,2,150.0,6,250.0,5036,1874,1480,2300,1800,5.0,3012,1630,1620,246
2370,201704,654134,290,2,1,1,7,6,MT,1.5,T,8-10W,9.1,1,1,1,1,2,1,110.0,4,230.0,4620,1820,1755,1900,1460,5.0,2750,1554,1549,52
2371,201704,125403,761,2,3,2,2,6,AT,3.0,L,35-50W,26.4,1,1,1,1,2,1,187.0,6,290.0,5266,1878,1772,2470,1930,7.0,3088,1593,1603,16
2372,201704,961962,750,3,2,1,4,5,MT,1.4,L,8-10W,7.7,1,1,1,1,2,1,66.0,4,132.0,4501,1704,1469,1610,1120,5.0,2604,1460,1500,16
2373,201704,651782,75,3,2,4,2,6,AT,2.0,T,35-50W,31.7,1,1,1,1,2,2,193.0,4,400.0,5131,1852,1502,2260,1840,5.0,2837,1580,1591,106
2374,201704,289386,813,3,2,1,5,6,AT,1.5,L,10-15W,14.3,1,1,1,1,2,1,86.0,4,148.0,4582,1795,1458,1820,1286,5.0,2700,1555,1560,255
2375,201703,125403,761,2,3,2,2,6,AT,2.4,L,35-50W,45.0,1,1,1,1,2,1,120.0,4,225.0,5213,1847,1750,2380,1840,7.0,3088,1586,1596,57
2376,201703,745137,637,2,2,1,2,5,MT,1.6,L,10-15W,11.5,1,1,1,1,2,1,94.0,4,159.0,4368,1823,1483,1676,1301,5.0,2648,1553,1544,16
2377,201703,745137,637,3,2,1,2,5,MT,1.6,L,10-15W,11.5,1,1,1,1,2,1,94.0,4,159.0,4534,1823,1483,1681,1306,5.0,2648,1553,1544,49
2378,201703,219195,638,2,1,3,1,6,MT,1.5,T,10-15W,8.8,1,1,1,1,2,1,110.0,4,210.0,4335,1814,1695,1910,1495,5.0,2560,1525,1520,65
2379,201703,291086,761,3,2,2,2,6,AT,1.6,T,20-25W,21.8,1,1,1,1,2,1,131.0,4,235.0,4843,1856,1484,2025,1590,5.0,2737,1585,1588,216
2380,201703,308913,750,2,2,1,4,6,AT,1.6,L,15-20W,10.3,1,1,1,1,2,1,81.0,4,155.0,4445,1765,1485,1765,1255,5.0,2610,1517,1493,25
2381,201703,308913,750,2,2,1,4,7,DCT,1.4,T,15-20W,10.3,1,1,1,1,2,1,96.0,4,225.0,4445,1765,1485,1810,1300,5.0,2610,1517,1493,8
2382,201703,425432,750,3,2,1,4,6,AT,1.6,L,10-15W,10.5,1,1,1,1,2,1,81.0,4,155.0,4605,1765,1460,1755,1245,5.0,2610,1517,1493,928
2383,201703,883691,750,3,2,2,4,7,DCT,1.4,T,20-25W,25.9,1,1,1,1,2,1,110.0,4,250.0,4866,1832,1464,1920,1440,5.0,2871,1584,1570,37
2384,201701,350259,750,3,2,1,4,7,DCT,1.4,T,15-20W,21.6,1,1,1,1,2,1,96.0,4,225.0,4598,1826,1425,1825,1325,5.0,2656,1580,1554,119
2385,201701,576298,304,2,3,2,1,5,MT,1.5,L,5-8W,6.3,2,1,1,1,2,1,85.0,4,143.0,4715,1720,1940,2050,1450,7.5,2800,1445,1420,8
2386,201701,923841,450,3,2,2,2,6,AT,1.5,T,15-20W,13.8,1,1,1,1,2,1,120.0,4,250.3,4855,1854,1476,1960,1520,5.0,2737,1585,1587,255
2387,201701,714152,750,2,1,1,4,6,DCT,1.4,T,25-35W,18.8,1,1,1,1,2,1,110.0,4,250.0,4506,1809,1685,1995,1545,5.0,2684,1569,1571,95
2388,201701,516750,98,2,3,3,1,5,MT,1.5,L,5-8W,7.6,2,1,1,1,1,1,82.0,4,146.5,4530,1721,1730,1850,1319,7.5,2720,1430,1450,53
2389,201701,270690,98,2,3,3,1,5,MT,1.2,L,5WL,3.9,2,1,1,1,1,1,65.0,4,116.0,4415,1685,1850,1825,1226,5.0,2720,1420,1440,19
2390,201701,354068,692,3,2,1,5,5,MT,1.6,L,10-15W,12.1,1,1,1,1,2,1,86.0,4,153.0,4665,1700,1505,1660,1180,5.0,2700,1480,1485,55
2391,201701,735971,761,3,2,1,2,6,AT,1.5,L,10-15W,9.8,1,1,1,1,2,1,81.0,4,143.0,4587,1798,1463,1690,1255,5.0,2640,1538,1541,1256
2392,201702,510309,953,2,1,2,4,9,AT,2.0,T,35-50W,42.9,3,1,1,1,2,2,180.0,4,370.0,4661,1898,1664,2405,1890,5.0,2873,1617,1613,16
2393,201704,291086,761,3,2,2,2,6,AT,1.6,T,20-25W,14.3,1,1,1,1,2,1,131.0,4,235.0,4843,1856,1484,2025,1590,5.0,2737,1585,1588,235
2394,201704,649213,75,3,2,2,2,8,AT,2.0,T,25-35W,25.2,2,1,1,1,2,2,200.0,4,400.0,4730,1824,1426,1996,1600,5.0,2860,1535,1578,97
2395,201704,103507,831,2,1,3,3,6,AT,1.6,L,10-15W,9.7,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1630,1830,1325,5.0,2590,1557,1570,267
2396,201704,714150,450,2,1,1,2,6,AT,1.5,T,20-25W,22.4,3,1,1,1,2,1,127.0,4,275.0,4652,1843,1688,2075,1625,5.0,2725,1573,1585,20
2397,201701,621073,98,2,3,3,1,5,MT,1.5,L,5WL,3.9,2,1,1,1,1,1,82.0,4,146.5,4400,1680,1770,1825,1305,7.5,2720,1420,1440,978
2398,201702,682651,872,3,2,2,4,7,DCT,2.0,T,35-50W,30.1,1,1,1,1,2,2,140.0,4,320.0,4818,1843,1432,2015,1565,5.0,2908,1566,1549,167
2399,201702,290854,537,2,1,1,5,0,CVT,2.0,L,15-20W,17.4,1,1,1,1,2,1,114.0,4,190.0,4585,1820,1685,2010,1540,5.0,2620,1580,1580,18
2400,201702,379876,985,3,2,1,6,5,MT,1.6,L,10-15W,9.5,1,1,1,1,2,1,86.0,4,150.0,4590,1820,1488,1690,1290,5.0,2675,1555,1550,7
2401,201702,692703,807,2,1,1,1,6,AT,1.5,T,10-15W,13.8,1,1,1,1,2,1,112.0,4,235.0,4510,1852,1677,1900,1500,5.0,2650,1575,1570,133
2402,201702,304458,106,3,2,1,5,0,CVT,1.2,T,10-15W,10.9,1,1,1,1,2,1,85.0,4,185.0,4630,1775,1480,1770,1300,5.0,2700,1535,1535,158
2403,201702,760412,542,2,1,1,5,0,CVT,2.4,L,15-20W,20.1,3,1,1,1,2,1,141.0,4,235.0,4705,1810,1680,2210,1615,5.0,2670,1540,1540,7
2404,201703,961962,750,3,2,1,4,5,MT,1.4,L,8-10W,11.3,1,1,1,1,2,1,66.0,4,132.0,4501,1704,1469,1610,1120,5.0,2604,1460,1500,5
2405,201703,492952,692,3,2,1,5,0,CVT,1.6,L,10-15W,11.9,1,1,1,1,2,1,93.0,4,154.0,4683,1780,1465,1670,1228,5.0,2700,1540,1540,24
2406,201703,786351,836,3,2,1,3,6,MT,1.6,L,10-15W,10.2,1,1,1,1,2,1,93.8,4,155.5,4570,1775,1445,1608,1233,5.0,2700,1549,1562,20
2407,201703,526401,836,3,2,1,3,6,AT,1.6,L,10-15W,14.0,1,1,1,1,2,1,95.3,4,157.0,4610,1800,1450,1780,1254,5.0,2700,1555,1564,116
2408,201703,496459,497,2,1,3,1,5,MT,1.6,L,5-8W,7.5,1,1,1,1,2,1,93.0,4,160.0,4420,1760,1670,1733,1358,5.0,2510,1500,1495,250
2409,201703,206765,761,3,2,1,2,7,DCT,1.5,T,15-20W,13.0,1,1,1,1,2,1,119.0,4,250.0,4718,1802,1471,1770,1320,5.0,2700,1540,1558,126
2410,201703,854548,126,2,1,3,1,4,AT,1.5,L,10-15W,11.8,1,1,1,1,2,1,88.0,4,150.0,4314,1809,1624,1690,1258,5.0,2585,1526,1536,19
2411,201703,654134,290,2,1,1,7,6,MT,1.5,T,8-10W,9.1,1,1,1,1,2,1,110.0,4,230.0,4620,1820,1755,1900,1460,5.0,2750,1554,1549,39
2412,201703,580470,750,3,2,1,4,6,AT,1.6,L,10-15W,14.1,1,1,1,1,2,1,81.0,4,155.0,4562,1793,1468,1740,1260,5.0,2614,1518,1525,325
2413,201703,453752,814,3,2,2,4,8,AT,2.0,T,35-50W,33.5,2,1,1,1,2,2,135.0,4,270.0,4650,1811,1454,2025,1570,5.0,2810,1537,1576,48
2414,201703,416749,537,2,1,3,5,0,CVT,1.8,L,10-15W,13.6,1,1,1,1,2,1,100.0,4,169.0,4270,1772,1605,1775,1304,5.0,2610,1540,1530,36
2415,201703,472603,985,3,2,1,6,6,AT,1.8,L,10-15W,10.5,1,1,1,1,2,1,102.0,4,172.0,4750,1820,1488,1790,1370,5.0,2730,1555,1550,25
2416,201703,291514,783,2,1,3,1,5,MT,1.6,L,8-10W,9.6,1,1,1,1,2,1,92.0,4,160.0,4160,1810,1635,1645,1270,5.0,2560,1560,1560,10
2417,201703,291514,783,2,1,3,1,5,MT,1.6,L,8-10W,9.6,1,1,1,1,2,1,92.0,4,160.0,4170,1810,1635,1645,1270,5.0,2560,1560,1560,15
2418,201703,453752,814,3,2,2,4,8,AT,2.0,T,35-50W,33.5,2,1,1,1,2,2,135.0,4,270.0,4760,1811,1455,2025,1615,5.0,2920,1537,1576,361
2419,201703,540712,12,2,1,1,1,6,AT,1.8,T,15-20W,12.2,1,1,1,1,2,1,135.0,4,285.0,4519,1831,1694,2045,1670,5.0,2670,1560,1550,316
2420,201703,425432,750,3,2,1,4,5,MT,1.6,L,10-15W,10.5,1,1,1,1,2,1,81.0,4,155.0,4605,1765,1460,1735,1225,5.0,2610,1517,1493,46
2421,201703,591790,106,3,2,1,5,0,CVT,1.8,L,10-15W,10.7,1,2,2,1,2,1,73.0,4,142.0,4630,1775,1485,1845,1390,5.0,2700,1535,1535,86
2422,201703,714860,831,3,2,2,3,7,DCT,1.6,T,10-15W,13.0,1,1,1,1,2,1,128.7,4,265.0,4720,1815,1465,1900,1495,5.0,2770,1579,1589,32
2423,201704,619401,12,2,1,1,1,5,MT,1.8,L,8-10W,8.6,1,1,1,1,2,1,98.0,4,170.0,4500,1834,1707,1808,1433,5.0,2661,1560,1560,118
2424,201705,527809,953,3,2,4,4,9,AT,2.0,T,35-50W,63.0,2,1,1,1,2,2,180.0,4,370.0,4925,1860,1470,2250,1770,5.0,2939,1597,1590,17
2425,201705,973106,537,2,1,2,5,9,AT,2.0,T,25-35W,25.4,1,1,1,1,2,1,200.0,4,370.0,4816,1942,1669,2220,1803,5.0,2820,1652,1671,10
2426,201705,250658,450,3,2,2,2,6,AT,1.5,T,15-20W,15.5,1,1,1,1,2,1,120.0,4,252.0,4923,1854,1470,1865,1415,5.0,2829,1606,1609,144
2427,201705,580634,692,2,2,1,5,0,CVT,1.6,L,10-15W,8.9,1,1,1,1,2,1,93.0,4,154.0,4393,1766,1524,1625,1220,5.0,2700,1540,1540,92
2428,201702,745137,637,3,2,1,2,6,AT,1.5,T,10-15W,13.0,1,1,1,1,2,1,135.0,4,240.0,4534,1823,1483,1782,1407,5.0,2648,1553,1544,25
2429,201702,289386,813,3,2,1,5,6,AT,2.0,L,10-15W,13.6,1,1,1,1,2,1,116.0,4,202.0,4582,1795,1458,1855,1343,5.0,2700,1555,1560,10
2430,201702,883691,750,3,2,2,4,7,DCT,2.0,T,20-25W,17.9,1,1,1,1,2,1,162.0,4,350.0,4866,1832,1464,2030,1550,5.0,2871,1584,1570,21
2431,201702,281301,750,3,2,2,4,7,DCT,1.4,T,25-35W,19.2,1,1,1,1,2,1,110.0,4,250.0,4872,1834,1484,2015,1495,5.0,2803,1577,1550,37
2432,201705,354068,692,3,2,1,5,5,MT,1.6,L,10-15W,11.7,1,1,1,1,2,1,86.0,4,153.0,4665,1700,1505,1660,1180,5.0,2700,1480,1485,64
2433,201706,221795,872,2,1,1,4,6,DCT,1.4,T,25-35W,28.4,1,1,1,1,2,2,110.0,4,250.0,4398,1841,1591,2020,1500,5.0,2603,1547,1555,182
2434,201706,687270,290,2,3,3,7,6,MT,1.5,L,5-8W,7.6,1,1,1,1,2,1,82.0,4,146.5,4620,1710,1535,1700,1210,5.0,2750,1482,1488,87
2435,201706,614059,953,3,2,2,4,9,AT,2.0,T,35-50W,29.0,2,1,1,1,2,2,135.0,4,300.0,4783,1810,1442,2120,1640,5.0,2920,1563,1545,259
2436,201706,378536,985,2,1,1,6,6,AT,1.6,T,20-25W,17.2,1,1,1,1,2,1,123.0,4,245.0,4510,1850,1662,1918,1492,5.0,2730,1579,1587,112
2437,201706,950264,498,2,1,1,1,6,MT,1.5,T,15-20W,13.1,1,1,1,1,2,1,124.0,4,250.0,4545,1855,1690,1843,1468,5.0,2700,1574,1593,160
2438,201706,392593,497,2,1,1,1,0,CVT,2.0,L,10-15W,15.0,1,1,1,1,2,1,90.0,4,180.0,4470,1837,1670,1807,1432,5.0,2670,1550,1550,100
2439,201705,378536,985,2,1,1,6,6,AT,1.8,T,20-25W,21.6,1,1,1,1,2,1,150.0,4,280.0,4510,1850,1662,1951,1525,5.0,2730,1579,1587,7
2440,201705,649213,75,3,2,2,2,8,AT,2.0,T,25-35W,27.1,2,1,1,1,2,2,200.0,4,400.0,4730,1824,1426,1996,1600,5.0,2860,1535,1578,87
2441,201705,492952,692,3,2,1,5,0,CVT,1.6,L,10-15W,12.2,1,1,1,1,2,1,93.0,4,154.0,4683,1780,1465,1670,1228,5.0,2700,1540,1540,16
2442,201705,436105,836,3,2,2,3,6,AT,1.8,L,15-20W,13.9,1,1,1,1,2,1,105.0,4,176.0,4710,1820,1470,1860,1435,5.0,2770,1579,1589,195
2443,201705,468392,537,3,2,2,5,0,CVT,2.0,L,20-25W,21.7,1,2,2,1,2,1,107.0,4,175.0,4915,1845,1470,2120,1667,5.0,2775,1585,1585,6
2444,201704,953842,831,2,1,1,3,6,AT,2.0,L,15-20W,13.9,1,1,1,1,2,1,121.0,4,203.0,4480,1855,1645,2090,1525,5.0,2670,1625,1636,165
2445,201705,654134,290,2,1,1,7,5,MT,1.8,L,8-10W,6.7,1,1,1,1,2,1,101.0,4,186.0,4620,1820,1750,1780,1431,5.0,2750,1554,1549,124
2446,201705,379876,985,3,2,1,6,6,AT,1.6,L,10-15W,9.0,1,1,1,1,2,1,86.0,4,150.0,4590,1820,1488,1740,1320,5.0,2675,1555,1550,147
2447,201705,628041,750,2,2,1,4,7,DCT,1.4,T,15-20W,37.9,1,1,1,1,2,1,110.0,4,250.0,4255,1799,1452,1780,1305,5.0,2637,1549,1520,20
2448,201705,289386,813,3,2,1,5,6,AT,1.5,L,10-15W,14.2,1,1,1,1,2,1,86.0,4,148.0,4582,1795,1458,1820,1286,5.0,2700,1555,1560,323
2449,201705,905745,761,2,1,3,2,6,AT,1.4,T,10-15W,13.9,1,1,1,1,2,1,103.0,4,200.0,4278,1781,1648,1840,1430,5.0,2555,1540,1540,6
2450,201705,379265,290,2,2,3,7,5,MT,1.2,L,5WL,5.4,1,1,1,1,2,1,60.3,4,116.0,4032,1680,1450,1350,935,5.0,2550,1488,1478,68
2451,201705,510309,953,2,1,2,4,9,AT,2.0,T,35-50W,63.8,3,1,1,1,2,2,155.0,4,350.0,4661,1898,1664,2360,1860,5.0,2873,1617,1613,104
2452,201705,978089,12,2,2,1,1,0,CVT,1.5,L,5-8W,6.4,1,1,1,1,2,1,80.0,4,140.0,4425,1789,1470,1626,1251,5.0,2650,1502,1492,56
2453,201705,492952,692,3,2,1,5,0,CVT,1.6,L,10-15W,12.2,1,1,1,1,2,1,93.0,4,154.0,4683,1780,1465,1670,1242,5.0,2700,1530,1530,119
2454,201705,289386,813,3,2,1,5,6,MT,1.5,L,10-15W,14.2,1,1,1,1,2,1,86.0,4,148.0,4582,1795,1458,1770,1259,5.0,2700,1555,1560,20
2455,201702,354068,692,3,2,1,5,5,MT,1.6,L,10-15W,13.2,1,1,1,1,2,1,86.0,4,153.0,4665,1700,1505,1660,1180,5.0,2700,1480,1485,101
2456,201702,671482,637,2,1,3,2,6,DCT,1.5,L,10-15W,10.0,1,1,1,1,2,1,83.0,4,140.0,4280,1785,1658,1670,1295,5.0,2530,1527,1533,17
2457,201703,614059,953,3,2,2,4,7,AT,2.0,T,35-50W,36.1,2,1,1,1,2,2,135.0,4,300.0,4783,1810,1442,2120,1658,5.0,2920,1563,1545,250
2458,201703,527809,953,3,2,4,4,9,AT,2.0,T,35-50W,42.3,2,1,1,1,2,2,180.0,4,370.0,4925,1860,1470,2250,1770,5.0,2939,1597,1590,6
2459,201703,569154,638,2,1,3,1,7,DCT,1.5,T,8-10W,10.0,1,1,1,1,2,1,110.0,4,210.0,4195,1772,1617,1840,1391,5.0,2550,1531,1524,359
2460,201704,206765,761,3,2,1,2,7,DCT,1.5,T,15-20W,17.3,1,1,1,1,2,1,119.0,4,250.0,4718,1802,1471,1770,1320,5.0,2700,1540,1558,68
2461,201704,961362,692,2,1,1,5,0,CVT,2.0,L,15-20W,17.5,1,1,1,1,2,1,110.0,4,200.0,4384,1837,1612,1870,1427,5.0,2646,1585,1581,16
2462,201705,654134,290,2,1,1,7,5,MT,1.8,L,8-10W,6.7,1,1,1,1,2,1,101.0,4,186.0,4620,1820,1750,1780,1370,5.0,2750,1554,1549,20
2463,201705,527765,236,2,2,5,1,1,AT,0.0,L,15-20W,15.5,1,4,3,2,2,1,30.0,0,0.0,3675,1630,1518,1360,1058,4.0,2360,1405,1400,24
2464,201705,614059,953,3,2,2,4,7,AT,2.0,T,35-50W,38.1,2,1,1,1,2,2,135.0,4,300.0,4783,1810,1442,2120,1658,5.0,2920,1563,1545,48
2465,201705,614059,953,3,2,2,4,9,AT,2.0,T,35-50W,38.1,2,1,1,1,2,2,135.0,4,300.0,4783,1810,1442,2120,1640,5.0,2920,1572,1538,19
2466,201705,289386,813,3,2,1,5,6,AT,2.0,L,10-15W,14.2,1,1,1,1,2,1,116.0,4,202.0,4582,1795,1458,1855,1343,5.0,2700,1555,1560,10
2467,201705,248352,831,3,2,3,3,4,AT,1.4,L,8-10W,7.0,1,1,1,1,2,1,78.7,4,135.0,4370,1700,1460,1500,1083,5.0,2570,1511,1515,17
2468,201704,409854,638,2,1,1,1,6,AT,1.5,T,10-15W,9.0,1,1,1,1,2,1,110.0,4,210.0,4640,1825,1745,2064,1554,5.0,2680,1565,1565,215
2469,201704,249875,294,2,1,1,6,0,CVT,2.0,L,20-25W,23.5,1,1,1,1,2,1,110.0,4,200.0,4672,1843,1678,2004,1546,5.0,2705,1597,1589,17
2470,201704,743957,450,3,2,1,2,5,MT,1.5,L,10-15W,7.0,1,1,1,1,2,1,80.0,4,141.0,4544,1779,1467,1620,1185,5.0,2600,1538,1539,97
2471,201704,350259,750,3,2,1,4,5,MT,1.4,T,15-20W,19.6,1,1,1,1,2,1,110.0,4,250.0,4598,1826,1425,1840,1340,5.0,2656,1580,1554,8
2472,201704,576298,304,2,3,2,1,5,MT,2.0,L,5-8W,8.5,2,1,1,1,2,1,89.0,4,168.0,5115,1720,1960,2415,1830,7.5,3000,1445,1420,32
2473,201704,883691,750,3,2,2,4,7,DCT,1.4,T,20-25W,24.2,1,1,1,1,2,1,110.0,4,250.0,4866,1832,1464,1920,1440,5.0,2871,1584,1570,11
2474,201704,714152,750,2,1,1,4,6,AT,1.8,T,25-35W,38.8,1,1,1,1,2,1,118.0,4,250.0,4506,1809,1685,2050,1600,5.0,2684,1569,1571,179
2475,201703,963845,836,2,1,3,3,6,MT,1.6,L,10-15W,13.8,1,1,1,1,2,1,91.6,4,150.7,4270,1780,1622,1645,1270,5.0,2590,1557,1570,21
2476,201704,209945,814,3,2,4,4,8,AT,2.0,T,35-50W,52.4,2,1,1,1,2,2,178.0,4,310.0,5055,1860,1491,2250,1790,5.0,3108,1600,1627,274
2477,201704,527765,236,2,2,5,1,1,AT,0.0,L,15-20W,15.5,1,4,3,2,2,1,30.0,0,0.0,3675,1630,1518,1360,1050,4.0,2360,1405,1400,30
2478,201704,914348,750,2,2,3,4,6,AT,1.6,L,10-15W,6.4,1,1,1,1,2,1,81.0,4,155.0,3970,1682,1462,1600,1120,5.0,2470,1463,1456,251
